Date,Product,Region,Price,Units_Sold,Revenue
2023-04-11,Protein Bar,East,2.44,107,261.08
2023-04-11,Smart Lamp,South,33.85,119,4028.15
2023-04-11,Yoga Mat,West,17.07,107,1826.49
2023-04-11,Earbuds,East,63.39,73,4627.47
2023-04-12,Shampoo,West,9.22,114,1051.0800000000002
2023-04-12,Protein Bar,North,2.9,95,275.5
2023-04-12,Smart Lamp,South,39.85,148,5897.8
2023-04-12,Yoga Mat,West,19.94,66,1316.0400000000002
2023-04-12,Earbuds,North,63.31,53,3355.4300000000003
2023-04-13,Shampoo,South,9.63,110,1059.3000000000002
2023-04-13,Protein Bar,North,2.73,90,245.7
2023-04-13,Smart Lamp,East,38.57,126,4859.82
2023-04-13,Yoga Mat,South,18.94,95,1799.3000000000002
2023-04-13,Earbuds,North,64.61,59,3811.99
2023-04-14,Shampoo,North,11.68,116,1354.8799999999999
2023-04-14,Protein Bar,East,2.95,112,330.40000000000003
2023-04-14,Smart Lamp,South,32.68,127,4150.36
2023-04-14,Yoga Mat,East,21.05,82,1726.1000000000001
2023-04-14,Earbuds,East,50.84,117,5948.280000000001
2023-04-15,Shampoo,North,10.5,88,924.0
2023-04-15,Protein Bar,South,2.75,64,176.0
2023-04-15,Smart Lamp,North,39.0,103,4017.0
2023-04-15,Yoga Mat,West,16.9,113,1909.6999999999998
2023-04-15,Earbuds,East,53.4,143,7636.2
2023-04-16,Shampoo,East,10.1,77,777.6999999999999
2023-04-16,Protein Bar,South,2.92,104,303.68
2023-04-16,Smart Lamp,North,35.93,141,5066.13
2023-04-16,Yoga Mat,West,22.69,100,2269.0
2023-04-16,Earbuds,West,54.77,129,7065.330000000001
2023-04-17,Shampoo,East,10.01,106,1061.06
2023-04-17,Protein Bar,East,2.32,89,206.48
2023-04-17,Smart Lamp,East,34.14,76,2594.64
2023-04-17,Yoga Mat,West,20.97,66,1384.02
2023-04-17,Earbuds,North,54.67,119,6505.7300000000005
2023-04-18,Shampoo,North,8.25,110,907.5
2023-04-18,Protein Bar,North,2.01,98,196.98
2023-04-18,Smart Lamp,West,38.14,93,3547.02
2023-04-18,Yoga Mat,East,21.3,92,1959.6000000000001
2023-04-18,Earbuds,West,68.53,56,3837.6800000000003
2023-04-19,Shampoo,West,8.8,82,721.6
2023-04-19,Protein Bar,East,2.94,67,196.98
2023-04-19,Smart Lamp,West,38.64,74,2859.36
2023-04-19,Yoga Mat,South,17.88,96,1716.48
2023-04-19,Earbuds,East,57.56,86,4950.16
2023-04-20,Shampoo,East,11.23,114,1280.22
2023-04-20,Protein Bar,East,2.47,54,133.38000000000002
2023-04-20,Smart Lamp,East,34.69,89,3087.41
2023-04-20,Yoga Mat,North,16.54,107,1769.78
2023-04-20,Earbuds,West,69.14,61,4217.54
2023-04-21,Shampoo,East,11.8,91,1073.8
2023-04-21,Protein Bar,North,2.89,86,248.54000000000002
2023-04-21,Smart Lamp,North,32.42,125,4052.5
2023-04-21,Yoga Mat,West,18.37,120,2204.4
2023-04-21,Earbuds,East,64.66,82,5302.12
2023-04-22,Shampoo,North,9.88,89,879.32
2023-04-22,Protein Bar,North,2.96,121,358.15999999999997
2023-04-22,Smart Lamp,East,34.63,102,3532.26
2023-04-22,Yoga Mat,North,20.78,124,2576.7200000000003
2023-04-22,Earbuds,North,67.3,46,3095.7999999999997
2023-04-23,Shampoo,North,11.69,51,596.1899999999999
2023-04-23,Protein Bar,South,2.14,59,126.26
2023-04-23,Smart Lamp,South,36.5,150,5475.0
2023-04-23,Yoga Mat,North,17.37,65,1129.05
2023-04-23,Earbuds,South,59.47,106,6303.82
2023-04-24,Shampoo,West,10.59,87,921.33
2023-04-24,Protein Bar,South,2.48,89,220.72
2023-04-24,Smart Lamp,North,31.94,132,4216.08
2023-04-24,Yoga Mat,East,18.55,94,1743.7
2023-04-24,Earbuds,South,47.96,167,8009.32
2023-04-25,Shampoo,West,10.59,114,1207.26
2023-04-25,Protein Bar,North,2.45,99,242.55
2023-04-25,Smart Lamp,West,37.09,89,3301.01
2023-04-25,Yoga Mat,East,19.12,77,1472.24
2023-04-25,Earbuds,North,49.57,150,7435.5
2023-04-26,Shampoo,West,10.4,103,1071.2
2023-04-26,Protein Bar,East,2.78,105,291.9
2023-04-26,Smart Lamp,East,31.86,118,3759.48
2023-04-26,Yoga Mat,West,16.32,132,2154.2400000000002
2023-04-26,Earbuds,South,57.88,133,7698.04
2023-04-27,Shampoo,North,9.91,113,1119.83
2023-04-27,Protein Bar,West,2.93,101,295.93
2023-04-27,Smart Lamp,East,32.61,135,4402.35
2023-04-27,Yoga Mat,South,22.58,87,1964.4599999999998
2023-04-27,Earbuds,North,67.48,56,3778.88
2023-04-28,Shampoo,South,9.55,102,974.1
2023-04-28,Protein Bar,East,2.18,94,204.92000000000002
2023-04-28,Smart Lamp,South,34.32,117,4015.44
2023-04-28,Yoga Mat,South,20.33,118,2398.9399999999996
2023-04-28,Earbuds,South,64.12,53,3398.36
2023-04-29,Shampoo,North,11.4,105,1197.0
2023-04-29,Protein Bar,East,2.33,106,246.98000000000002
2023-04-29,Smart Lamp,West,33.13,135,4472.55
2023-04-29,Yoga Mat,North,22.32,45,1004.4
2023-04-29,Earbuds,East,64.04,116,7428.64
2023-04-30,Shampoo,West,10.07,92,926.44
2023-04-30,Protein Bar,South,2.6,108,280.8
2023-04-30,Smart Lamp,North,31.82,84,2672.88
2023-04-30,Yoga Mat,West,17.28,85,1468.8000000000002
2023-04-30,Earbuds,North,56.14,95,5333.3
2023-05-01,Shampoo,South,9.3,101,939.3000000000001
2023-05-01,Protein Bar,North,2.75,125,343.75
2023-05-01,Smart Lamp,West,39.07,90,3516.3
2023-05-01,Yoga Mat,East,21.01,105,2206.05
2023-05-01,Earbuds,North,57.45,128,7353.6
2023-05-02,Shampoo,West,11.71,69,807.99
2023-05-02,Protein Bar,North,2.76,90,248.39999999999998
2023-05-02,Smart Lamp,North,43.21,84,3629.64
2023-05-02,Yoga Mat,South,21.71,96,2084.16
2023-05-02,Earbuds,North,48.2,163,7856.6
2023-05-03,Shampoo,West,9.56,103,984.6800000000001
2023-05-03,Protein Bar,South,2.88,118,339.84
2023-05-03,Smart Lamp,North,39.04,100,3904.0
2023-05-03,Yoga Mat,South,16.35,150,2452.5
2023-05-03,Earbuds,South,56.96,128,7290.88
2023-05-04,Shampoo,West,11.13,95,1057.3500000000001
2023-05-04,Protein Bar,West,2.13,120,255.6
2023-05-04,Smart Lamp,East,40.31,90,3627.9
2023-05-04,Yoga Mat,South,16.08,91,1463.2799999999997
2023-05-04,Earbuds,East,61.31,106,6498.860000000001
2023-05-05,Shampoo,South,10.04,107,1074.28
2023-05-05,Protein Bar,South,2.93,107,313.51
2023-05-05,Smart Lamp,North,36.24,118,4276.320000000001
2023-05-05,Yoga Mat,East,16.39,101,1655.39
2023-05-05,Earbuds,West,58.58,149,8728.42
2023-05-06,Shampoo,West,11.71,73,854.83
2023-05-06,Protein Bar,East,2.35,84,197.4
2023-05-06,Smart Lamp,South,45.21,80,3616.8
2023-05-06,Yoga Mat,East,15.71,122,1916.6200000000001
2023-05-06,Earbuds,North,62.67,40,2506.8
2023-05-07,Shampoo,South,10.98,89,977.22
2023-05-07,Protein Bar,West,2.36,117,276.12
2023-05-07,Smart Lamp,South,32.15,129,4147.349999999999
2023-05-07,Yoga Mat,South,16.7,105,1753.5
2023-05-07,Earbuds,North,56.36,98,5523.28
2023-05-08,Shampoo,South,9.51,122,1160.22
2023-05-08,Protein Bar,North,2.51,113,283.63
2023-05-08,Smart Lamp,West,37.89,128,4849.92
2023-05-08,Yoga Mat,North,18.68,84,1569.12
2023-05-08,Earbuds,North,64.94,69,4480.86
2023-05-09,Shampoo,East,11.47,79,906.13
2023-05-09,Protein Bar,East,2.83,78,220.74
2023-05-09,Smart Lamp,East,39.88,142,5662.96
2023-05-09,Yoga Mat,North,18.39,70,1287.3
2023-05-09,Earbuds,South,63.81,59,3764.79
2023-05-10,Shampoo,North,11.05,75,828.75
2023-05-10,Protein Bar,North,2.96,77,227.92
2023-05-10,Smart Lamp,East,35.87,87,3120.6899999999996
2023-05-10,Yoga Mat,West,15.53,128,1987.84
2023-05-10,Earbuds,North,65.05,70,4553.5
2023-05-11,Shampoo,North,9.73,109,1060.57
2023-05-11,Protein Bar,South,2.59,91,235.69
2023-05-11,Smart Lamp,South,32.43,126,4086.18
2023-05-11,Yoga Mat,South,17.38,116,2016.08
2023-05-11,Earbuds,East,58.91,99,5832.089999999999
2023-05-12,Shampoo,West,9.6,120,1152.0
2023-05-12,Protein Bar,South,2.97,131,389.07000000000005
2023-05-12,Smart Lamp,North,38.97,124,4832.28
2023-05-12,Yoga Mat,South,21.48,102,2190.96
2023-05-12,Earbuds,North,67.69,118,7987.42
2023-05-13,Shampoo,South,8.27,139,1149.53
2023-05-13,Protein Bar,North,2.28,131,298.67999999999995
2023-05-13,Smart Lamp,East,44.66,64,2858.24
2023-05-13,Yoga Mat,West,15.63,73,1140.99
2023-05-13,Earbuds,West,60.14,101,6074.14
2023-05-14,Shampoo,South,9.99,127,1268.73
2023-05-14,Protein Bar,West,2.82,126,355.32
2023-05-14,Smart Lamp,North,41.58,94,3908.52
2023-05-14,Yoga Mat,North,18.38,100,1838.0
2023-05-14,Earbuds,South,54.91,139,7632.49
2023-05-15,Shampoo,North,9.45,69,652.05
2023-05-15,Protein Bar,North,2.13,114,242.82
2023-05-15,Smart Lamp,South,34.91,111,3875.0099999999998
2023-05-15,Yoga Mat,North,20.99,154,3232.4599999999996
2023-05-15,Earbuds,North,64.85,104,6744.4
2023-05-16,Shampoo,North,9.43,104,980.72
2023-05-16,Protein Bar,West,2.98,96,286.08
2023-05-16,Smart Lamp,South,39.86,114,4544.04
2023-05-16,Yoga Mat,South,20.92,51,1066.92
2023-05-16,Earbuds,West,60.32,110,6635.2
2023-05-17,Shampoo,East,11.72,70,820.4000000000001
2023-05-17,Protein Bar,East,2.53,162,409.85999999999996
2023-05-17,Smart Lamp,West,34.89,105,3663.4500000000003
2023-05-17,Yoga Mat,East,16.14,105,1694.7
2023-05-17,Earbuds,North,49.49,93,4602.570000000001
2023-05-18,Shampoo,West,10.76,97,1043.72
2023-05-18,Protein Bar,West,2.82,63,177.66
2023-05-18,Smart Lamp,East,42.08,62,2608.96
2023-05-18,Yoga Mat,South,20.25,78,1579.5
2023-05-18,Earbuds,South,50.99,101,5149.99
2023-05-19,Shampoo,West,9.92,89,882.88
2023-05-19,Protein Bar,East,2.57,107,274.99
2023-05-19,Smart Lamp,North,42.44,65,2758.6
2023-05-19,Yoga Mat,East,15.97,115,1836.5500000000002
2023-05-19,Earbuds,East,67.8,59,4000.2
2023-05-20,Shampoo,East,8.88,84,745.9200000000001
2023-05-20,Protein Bar,West,2.58,91,234.78
2023-05-20,Smart Lamp,East,44.68,37,1653.16
2023-05-20,Yoga Mat,South,18.0,115,2070.0
2023-05-20,Earbuds,North,56.01,100,5601.0
2023-05-21,Shampoo,West,8.93,116,1035.8799999999999
2023-05-21,Protein Bar,North,2.37,87,206.19
2023-05-21,Smart Lamp,West,32.93,106,3490.58
2023-05-21,Yoga Mat,East,15.59,111,1730.49
2023-05-21,Earbuds,West,59.52,119,7082.88
2023-05-22,Shampoo,East,9.98,88,878.24
2023-05-22,Protein Bar,South,2.94,84,246.96
2023-05-22,Smart Lamp,West,45.87,52,2385.24
2023-05-22,Yoga Mat,West,20.08,68,1365.4399999999998
2023-05-22,Earbuds,South,49.48,102,5046.96
2023-05-23,Shampoo,North,8.57,85,728.45
2023-05-23,Protein Bar,North,2.15,133,285.95
2023-05-23,Smart Lamp,South,40.97,86,3523.42
2023-05-23,Yoga Mat,West,22.06,69,1522.1399999999999
2023-05-23,Earbuds,East,61.84,101,6245.84
2023-05-24,Shampoo,East,11.82,76,898.32
2023-05-24,Protein Bar,South,2.37,99,234.63000000000002
2023-05-24,Smart Lamp,North,38.02,131,4980.620000000001
2023-05-24,Yoga Mat,South,22.57,94,2121.58
2023-05-24,Earbuds,North,60.02,139,8342.78
2023-05-25,Shampoo,South,11.79,121,1426.59
2023-05-25,Protein Bar,South,2.25,125,281.25
2023-05-25,Smart Lamp,East,40.84,125,5105.0
2023-05-25,Yoga Mat,East,19.79,85,1682.1499999999999
2023-05-25,Earbuds,South,49.56,154,7632.240000000001
2023-05-26,Shampoo,East,10.22,110,1124.2
2023-05-26,Protein Bar,North,2.54,109,276.86
2023-05-26,Smart Lamp,East,33.11,132,4370.5199999999995
2023-05-26,Yoga Mat,South,21.56,102,2199.12
2023-05-26,Earbuds,North,57.71,122,7040.62
2023-05-27,Shampoo,North,9.79,106,1037.74
2023-05-27,Protein Bar,South,2.64,113,298.32
2023-05-27,Smart Lamp,South,32.58,142,4626.36
2023-05-27,Yoga Mat,South,18.33,102,1869.6599999999999
2023-05-27,Earbuds,South,64.98,86,5588.280000000001
2023-05-28,Shampoo,North,8.92,100,892.0
2023-05-28,Protein Bar,West,2.88,59,169.92
2023-05-28,Smart Lamp,West,35.43,79,2798.97
2023-05-28,Yoga Mat,East,21.74,96,2087.04
2023-05-28,Earbuds,West,69.85,99,6915.15
2023-05-29,Shampoo,North,10.27,93,955.11
2023-05-29,Protein Bar,South,2.28,151,344.28
2023-05-29,Smart Lamp,West,38.95,101,3933.9500000000003
2023-05-29,Yoga Mat,West,18.46,93,1716.78
2023-05-29,Earbuds,South,66.62,88,5862.56
2023-05-30,Shampoo,North,10.29,115,1183.35
2023-05-30,Protein Bar,South,2.87,109,312.83
2023-05-30,Smart Lamp,East,44.4,125,5550.0
2023-05-30,Yoga Mat,South,21.39,83,1775.3700000000001
2023-05-30,Earbuds,East,56.51,79,4464.29
2023-05-31,Shampoo,South,8.89,104,924.5600000000001
2023-05-31,Protein Bar,West,2.24,75,168.00000000000003
2023-05-31,Smart Lamp,East,45.16,35,1580.6
2023-05-31,Yoga Mat,North,19.87,81,1609.47
2023-05-31,Earbuds,South,58.34,109,6359.06
2023-06-01,Shampoo,East,11.26,122,1373.72
2023-06-01,Protein Bar,East,2.79,98,273.42
2023-06-01,Smart Lamp,West,35.65,152,5418.8
2023-06-01,Yoga Mat,North,20.3,88,1786.4
2023-06-01,Earbuds,South,56.2,120,6744.0
2023-06-02,Shampoo,North,11.49,115,1321.3500000000001
2023-06-02,Protein Bar,North,2.38,109,259.42
2023-06-02,Smart Lamp,North,39.51,70,2765.7
2023-06-02,Yoga Mat,South,18.76,110,2063.6000000000004
2023-06-02,Earbuds,East,51.22,170,8707.4
2023-06-03,Shampoo,East,8.99,117,1051.83
2023-06-03,Protein Bar,South,2.22,91,202.02
2023-06-03,Smart Lamp,East,39.88,96,3828.4800000000005
2023-06-03,Yoga Mat,East,17.9,86,1539.3999999999999
2023-06-03,Earbuds,South,65.72,72,4731.84
2023-06-04,Shampoo,West,11.56,86,994.1600000000001
2023-06-04,Protein Bar,North,2.32,95,220.39999999999998
2023-06-04,Smart Lamp,North,34.03,155,5274.650000000001
2023-06-04,Yoga Mat,East,15.91,131,2084.21
2023-06-04,Earbuds,West,65.25,49,3197.25
2023-06-05,Shampoo,South,8.74,67,585.58
2023-06-05,Protein Bar,North,2.22,67,148.74
2023-06-05,Smart Lamp,East,44.96,80,3596.8
2023-06-05,Yoga Mat,East,20.51,100,2051.0
2023-06-05,Earbuds,East,68.89,68,4684.52
2023-06-06,Shampoo,East,8.28,109,902.52
2023-06-06,Protein Bar,West,2.83,43,121.69
2023-06-06,Smart Lamp,North,43.67,94,4104.9800000000005
2023-06-06,Yoga Mat,West,17.9,102,1825.8
2023-06-06,Earbuds,East,53.33,134,7146.219999999999
2023-06-07,Shampoo,North,10.54,109,1148.86
2023-06-07,Protein Bar,North,2.68,84,225.12
2023-06-07,Smart Lamp,East,37.21,133,4948.93
2023-06-07,Yoga Mat,North,20.82,123,2560.86
2023-06-07,Earbuds,West,61.99,72,4463.28
2023-06-08,Shampoo,South,11.07,116,1284.1200000000001
2023-06-08,Protein Bar,West,2.59,68,176.12
2023-06-08,Smart Lamp,East,36.33,127,4613.91
2023-06-08,Yoga Mat,East,15.54,131,2035.7399999999998
2023-06-08,Earbuds,South,47.87,155,7419.849999999999
2023-06-09,Shampoo,East,9.73,116,1128.68
2023-06-09,Protein Bar,East,2.67,72,192.24
2023-06-09,Smart Lamp,North,42.73,98,4187.54
2023-06-09,Yoga Mat,East,21.38,132,2822.16
2023-06-09,Earbuds,East,58.12,127,7381.24
2023-06-10,Shampoo,West,10.56,110,1161.6000000000001
2023-06-10,Protein Bar,East,2.04,96,195.84
2023-06-10,Smart Lamp,West,38.04,94,3575.7599999999998
2023-06-10,Yoga Mat,North,16.97,116,1968.52
2023-06-10,Earbuds,East,56.08,96,5383.68
2023-06-11,Shampoo,South,9.27,94,871.38
2023-06-11,Protein Bar,West,2.65,117,310.05
2023-06-11,Smart Lamp,South,39.39,104,4096.56
2023-06-11,Yoga Mat,West,18.35,112,2055.2000000000003
2023-06-11,Earbuds,North,69.16,75,5187.0
2023-06-12,Shampoo,North,9.82,68,667.76
2023-06-12,Protein Bar,North,2.27,88,199.76
2023-06-12,Smart Lamp,North,31.22,108,3371.7599999999998
2023-06-12,Yoga Mat,North,17.7,109,1929.3
2023-06-12,Earbuds,South,47.77,124,5923.4800000000005
2023-06-13,Shampoo,West,8.58,157,1347.06
2023-06-13,Protein Bar,East,2.6,89,231.4
2023-06-13,Smart Lamp,West,34.38,102,3506.76
2023-06-13,Yoga Mat,South,18.12,117,2120.04
2023-06-13,Earbuds,West,56.15,116,6513.4
2023-06-14,Shampoo,South,8.22,85,698.7
2023-06-14,Protein Bar,West,2.14,95,203.3
2023-06-14,Smart Lamp,South,38.32,142,5441.44
2023-06-14,Yoga Mat,North,15.46,110,1700.6000000000001
2023-06-14,Earbuds,West,47.38,132,6254.160000000001
2023-06-15,Shampoo,North,10.35,104,1076.3999999999999
2023-06-15,Protein Bar,South,2.36,79,186.44
2023-06-15,Smart Lamp,East,39.98,101,4037.9799999999996
2023-06-15,Yoga Mat,East,18.79,64,1202.56
2023-06-15,Earbuds,South,47.46,90,4271.4
2023-06-16,Shampoo,West,11.25,105,1181.25
2023-06-16,Protein Bar,North,2.32,124,287.68
2023-06-16,Smart Lamp,West,44.85,87,3901.9500000000003
2023-06-16,Yoga Mat,North,22.14,74,1638.3600000000001
2023-06-16,Earbuds,East,50.91,113,5752.83
2023-06-17,Shampoo,North,8.39,126,1057.14
2023-06-17,Protein Bar,South,2.53,77,194.80999999999997
2023-06-17,Smart Lamp,South,34.06,105,3576.3
2023-06-17,Yoga Mat,South,16.17,102,1649.3400000000001
2023-06-17,Earbuds,West,62.63,90,5636.7
2023-06-18,Shampoo,North,11.49,116,1332.84
2023-06-18,Protein Bar,East,2.6,128,332.8
2023-06-18,Smart Lamp,West,32.15,121,3890.1499999999996
2023-06-18,Yoga Mat,East,21.21,84,1781.64
2023-06-18,Earbuds,West,60.16,65,3910.3999999999996
2023-06-19,Shampoo,East,8.83,131,1156.73
2023-06-19,Protein Bar,East,2.82,29,81.78
2023-06-19,Smart Lamp,East,32.52,111,3609.7200000000003
2023-06-19,Yoga Mat,South,16.04,109,1748.36
2023-06-19,Earbuds,North,68.19,80,5455.2
2023-06-20,Shampoo,West,9.11,117,1065.87
2023-06-20,Protein Bar,East,2.32,74,171.67999999999998
2023-06-20,Smart Lamp,North,38.6,113,4361.8
2023-06-20,Yoga Mat,East,17.23,135,2326.05
2023-06-20,Earbuds,South,56.12,97,5443.639999999999
2023-06-21,Shampoo,West,8.91,127,1131.57
2023-06-21,Protein Bar,West,2.61,119,310.59
2023-06-21,Smart Lamp,North,37.12,96,3563.5199999999995
2023-06-21,Yoga Mat,South,18.6,68,1264.8000000000002
2023-06-21,Earbuds,East,62.36,92,5737.12
2023-06-22,Shampoo,South,11.53,92,1060.76
2023-06-22,Protein Bar,North,2.6,92,239.20000000000002
2023-06-22,Smart Lamp,East,34.56,150,5184.0
2023-06-22,Yoga Mat,South,17.06,125,2132.5
2023-06-22,Earbuds,West,57.73,99,5715.2699999999995
2023-06-23,Shampoo,South,9.78,104,1017.1199999999999
2023-06-23,Protein Bar,East,2.8,65,182.0
2023-06-23,Smart Lamp,East,36.46,79,2880.34
2023-06-23,Yoga Mat,North,17.23,151,2601.73
2023-06-23,Earbuds,North,65.63,83,5447.29
2023-06-24,Shampoo,South,8.81,128,1127.68
2023-06-24,Protein Bar,South,2.86,71,203.06
2023-06-24,Smart Lamp,North,46.25,72,3330.0
2023-06-24,Yoga Mat,South,18.17,109,1980.5300000000002
2023-06-24,Earbuds,North,51.81,133,6890.7300000000005
2023-06-25,Shampoo,West,10.69,75,801.75
2023-06-25,Protein Bar,North,2.18,103,224.54000000000002
2023-06-25,Smart Lamp,West,42.29,95,4017.5499999999997
2023-06-25,Yoga Mat,North,20.01,87,1740.8700000000001
2023-06-25,Earbuds,North,53.64,135,7241.4
2023-06-26,Shampoo,West,9.32,115,1071.8
2023-06-26,Protein Bar,South,2.53,94,237.82
2023-06-26,Smart Lamp,North,45.93,57,2618.0099999999998
2023-06-26,Yoga Mat,South,15.53,139,2158.67
2023-06-26,Earbuds,East,67.1,61,4093.0999999999995
2023-06-27,Shampoo,North,9.2,128,1177.6
2023-06-27,Protein Bar,South,2.06,93,191.58
2023-06-27,Smart Lamp,West,42.3,105,4441.5
2023-06-27,Yoga Mat,North,15.21,98,1490.5800000000002
2023-06-27,Earbuds,East,51.59,109,5623.31
2023-06-28,Shampoo,West,8.22,112,920.6400000000001
2023-06-28,Protein Bar,West,2.95,108,318.6
2023-06-28,Smart Lamp,North,40.57,106,4300.42
2023-06-28,Yoga Mat,East,15.78,100,1578.0
2023-06-28,Earbuds,North,63.06,87,5486.22
2023-06-29,Shampoo,East,8.15,131,1067.65
2023-06-29,Protein Bar,North,2.0,118,236.0
2023-06-29,Smart Lamp,East,38.87,86,3342.8199999999997
2023-06-29,Yoga Mat,West,15.81,130,2055.3
2023-06-29,Earbuds,East,54.0,105,5670.0
